@relation 'NSL-KDD-completo-weka.filters.unsupervised.attribute.Remove-V-R4-6,12,26,29-30,37,42'

@attribute flag {SF,S0,REJ,RSTR,SH,RSTO,S1,RSTOS0,S3,S2,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute logged_in numeric
@attribute srv_serror_rate numeric
@attribute same_srv_rate numeric
@attribute diff_srv_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute classe {normal,ataque}

@data
SF,8,0,0,0,1,0,0.25,ataque
SF,45,81,0,0,1,0,0,normal
SF,315,5726,1,0,1,0,0.04,normal
REJ,0,0,0,0,0,1,0,ataque
SF,146,105,0,0,1,0,0,normal
S0,0,0,0,1,0.07,0.05,0,ataque
S0,0,0,0,1,0.05,0.07,0,ataque
SF,1303,399,1,0,1,0,0.02,normal
SF,258,7770,1,0,1,0,0,normal
S0,0,0,0,1,0.09,0.07,0,ataque
SF,46,46,0,0,1,0,0,normal
S0,0,0,0,1,0.06,0.06,0,ataque
SF,139,2456,1,0,1,0,0.67,normal
SF,213,1538,1,0,1,0,0.05,normal
RSTR,1,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.03,0.07,0,ataque
REJ,0,0,0,0,1,0,0.27,normal
S0,0,0,0,1,0.01,0.07,0,ataque
SF,195,373,1,0,1,0,0.04,normal
S0,0,0,0,1,0.01,0.07,0,ataque
SF,297,1362,1,0,1,0,0,normal
SF,42,42,0,0,1,0,0,normal
SF,105,146,0,0,0.14,0.29,0,normal
REJ,0,0,0,0,0.12,0.06,0,ataque
S0,0,0,0,1,0.26,0.13,0,ataque
SF,501760,0,1,0,1,0,0,normal
RSTR,37960,2920,1,0,1,0,0,ataque
SF,333,2408,1,0,1,0,0.02,normal
S0,0,0,0,1,0.22,0.08,0,ataque
S0,0,0,0,1,0.09,0.06,0,ataque
S0,0,0,0,1,0.12,0.07,0,ataque
REJ,0,0,0,0,1,0,0,ataque
SF,28,0,0,0,1,0,0,ataque
SF,263,444,1,0,1,0,0,normal
SF,383,2960,1,0,1,0,0,normal
SF,244,1240,1,0,1,0,0.03,normal
SF,152,5778,1,0,1,0,0.03,normal
SF,8,0,0,0,1,0,0.51,ataque
SF,48,48,0,0,0.5,1,0,normal
SF,146,105,0,0,1,0,0,normal
S0,0,0,0,1,0.06,0.06,0,ataque
SF,1421,388,1,0,1,0,0,normal
S0,0,0,0,1,0.07,0.05,0,ataque
SF,1103,327,1,0,1,0,0.02,normal
SF,1572,329,1,0,1,0,0.01,normal
S0,0,0,0,1,0.1,0.06,0,ataque
SF,342,322,1,0,1,0,0.04,normal
S0,0,0,0,1,0.14,0.07,0,ataque
S0,0,0,0,1,0.03,0.05,0,ataque
S0,0,0,0,1,0.27,0.08,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
REJ,0,0,0,0,0.02,0.06,0,ataque
SF,54540,8314,1,0,1,0,0,ataque
SF,219,2808,1,0,1,0,0,normal
SF,319,12573,1,0,1,0,0.01,normal
S0,0,0,0,1,0.23,0.07,0,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
SF,176,38534,1,0,1,0,0,normal
SF,1224,2449,1,0,1,0,0,ataque
SF,1104,486,1,0,0.01,0.08,0,normal
SF,241,285,1,0,1,0,0,normal
S0,0,0,0,1,0.09,0.06,0,ataque
S0,0,0,0,1,0.2,0.06,0,ataque
REJ,0,0,0,0,1,0,0.16,normal
REJ,0,0,0,0,0.04,0.06,0,ataque
REJ,0,0,0,0,0.01,1,0,ataque
REJ,0,0,0,0,0,1,0,ataque
SF,105,147,0,0,1,0,0,normal
SF,35,0,0,0,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.06,0.07,0,ataque
SF,188,308,1,0,1,0,0.02,normal
REJ,0,0,0,0,0.11,0.06,0,ataque
SF,44,73,0,0,1,0.01,0,normal
SF,351,760,1,0,1,0,0,normal
S0,0,0,0,1,0,0.06,0,ataque
S0,0,0,0,1,0.12,0.06,0,ataque
SF,310,1077,1,0,1,0,0.07,normal
S0,0,0,0,1,0.09,0.06,0,ataque
SF,199,13357,1,0,1,0,0.06,normal
REJ,0,0,0,0,1,0,0.07,normal
S0,0,0,0,1,0,0.05,0,ataque
S0,0,0,0,1,0.03,0.07,0,ataque
SF,177,1414,1,0,1,0,0.01,normal
S0,0,0,0,1,0.1,0.06,0,ataque
SF,230,4768,1,0,1,0,0,normal
SF,1,0,0,0,0.11,0.08,0,ataque
SF,215,633,1,0,1,0,0.05,normal
SF,198,682,1,0,1,0,0,normal
SF,296,801,1,0.05,1,0,0,normal
S0,0,0,0,1,0.27,0.06,0.03,ataque
SF,8,0,0,0,1,0,0.5,ataque
REJ,0,0,0,0,0,1,0,ataque
S0,0,0,0,1,0.03,0.07,0,ataque
SF,54540,8314,1,0,1,0,0,ataque
SF,44,79,0,0,1,0,0,normal
SF,224,1674,1,0,1,0,0,normal
SF,35,100,0,0,1,0,0,normal
SF,291,1124,1,0,1,0,0,normal
SF,856,337,1,0,1,0,0.02,normal
SF,281,337,1,0,1,0,0.02,normal
SF,791,335,1,0,1,0,0.01,normal
SF,301,3222,1,0,1,0,0,normal
S0,0,0,0,1,0.05,0.06,0,ataque
SF,272,605,1,0,1,0,0.02,normal
S0,0,0,0,1,0.06,0.06,0,ataque
SF,287,181,1,0,1,0,0,normal
SF,303,1380,1,0,1,0,0,normal
S0,0,0,0,1,0.02,0.06,0,ataque
SF,44,133,0,0,1,0,0,normal
SF,210,1242,1,0.09,1,0,0.04,normal
SF,45,134,0,0,1,0,0,normal
SF,0,5132416,0,0,1,0,0,normal
SF,237,256,1,0,1,0,0.04,normal
SF,206,955,1,0,1,0,0,normal
RSTR,1,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0.14,0.06,0,ataque
SF,46,71,0,0,1,0,0,normal
SF,232,1075,1,0,1,0,0,normal
SF,18,0,0,0,1,0,0.25,ataque
S0,0,0,0,1,0.03,0.07,0,ataque
S0,0,0,0,1,0.25,0.07,0,ataque
SF,7,221,0,0,1,0,0.29,normal
SF,364,658,1,0,1,0,0.04,normal
S0,0,0,0,1,0.11,0.06,0,ataque
SF,44,77,0,0,1,0,0,normal
SF,261,255,1,0,1,0,0.02,normal
S0,0,0,0,1,0.06,0.18,0,ataque
S0,0,0,0,1,0.03,0.06,0,ataque
S0,0,0,0,1,0.31,0.08,0,ataque
SF,59,0,1,0,1,0,0.03,normal
SF,220,295,1,0,1,0,0.04,normal
S1,234,754,1,1,1,0,0,normal
S0,0,0,0,1,0.04,0.07,0,ataque
RSTO,126,179,0,0,1,0,0,ataque
S0,0,0,0,1,0.07,0.06,0,ataque
REJ,0,0,0,0,1,0,0.33,normal
SF,6,138,0,0,0.33,0.67,0,normal
SF,46,78,0,0,1,0,0,normal
REJ,0,0,0,0,1,0,1,ataque
S0,0,0,0,1,0.5,1,0,ataque
SF,331,1162,1,0,1,0,0.01,normal
RSTO,0,0,0,0,0.05,0.07,0,ataque
SF,323,814,1,0,1,0,0.02,normal
S0,0,0,0,1,0.09,0.06,0,ataque
S0,0,0,0,1,0.02,0.06,0,ataque
SF,6601,0,0,0,1,0,0,normal
S0,0,0,0,1,0.01,0.06,0,ataque
S0,0,0,0,1,0.12,0.06,0,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
S0,0,0,0,1,0.19,0.11,0.04,ataque
S0,0,0,0,1,0.08,0.05,0,ataque
SF,43,128,0,0,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
SF,8,0,0,0,1,0,0.26,ataque
SF,44,129,0,0,1,0,0,normal
SF,1558,437,1,0,1,0,0.02,normal
S2,11341,1432,1,1,1,0,0.01,normal
SF,206,845,1,0,1,0,0.04,normal
SF,8,0,0,0,1,0,0.5,ataque
REJ,0,0,0,0,0.16,0.06,0,ataque
SF,980,2191,1,0,1,0,0,ataque
RSTR,2429,8551,0,0,1,0,0,normal
S0,0,0,0,1,0.09,0.06,0,ataque
SF,182,0,0,0,1,0,0,normal
SF,205,1761,1,0,1,0,0.06,normal
SF,252,0,1,0,1,0,0.07,normal
S0,0,0,0,1,0.01,0.06,0,ataque
SF,1,0,0,0,0.38,0.12,0,ataque
SF,18,0,0,0,1,0,1,ataque
SF,1528,328,1,0,1,0,0.01,normal
SF,44,70,0,0,1,0,0,normal
SF,46,135,0,0,1,0,0,normal
SF,9,141,0,0,0.5,1,0,normal
S0,0,0,0,1,0.05,0.06,0,ataque
REJ,0,0,0,0,0.08,0.07,0,ataque
S0,0,0,0,1,0,0.06,0,ataque
S0,0,0,0,1,0.08,0.06,0,ataque
SF,1498,4152,1,0,1,0,0,normal
SF,64,0,0,0,1,0,0,normal
SH,0,0,0,1,0.33,1,0,ataque
S0,0,0,0,1,0.04,0.05,0,ataque
REJ,0,0,0,0,0,1,0,ataque
SF,735,324,1,0,1,0,0.01,normal
SF,8,0,0,0,1,0,0.5,ataque
S0,0,0,0,1,0.08,0.05,0,ataque
SF,54689,0,1,0,1,0,0,normal
SF,215,337,1,0,1,0,0,normal
SF,46,137,0,0,1,0,0,normal
S0,0,0,0,1,0.04,0.06,0,ataque
SF,223,1074,1,0,1,0,0.03,normal
SF,215,5989,1,0,1,0,0,normal
SF,329,1143,1,0,1,0,0.01,normal
SF,209,1117,1,0.22,1,0,0.03,normal
SF,308,2507,1,0,1,0,0,normal
SF,383,879,1,0,1,0,0,normal
SF,1042,326,1,0,1,0,0,normal
SF,240,372,1,0,1,0,0.06,normal
SF,44,70,0,0,0.99,0.02,0,normal
SF,282,267,1,0,1,0,0.05,normal
SF,147,105,0,0,1,0,0,normal
S0,0,0,0,1,0.12,0.06,0,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
SF,199,12884,1,0,1,0,0,normal
SF,3174,337,1,0,1,0,0,normal
S0,0,0,0,1,0.04,0.05,0,ataque
S0,0,0,0,1,0.11,0.05,0,ataque
SF,240,560,1,0,1,0,0.02,normal
SF,315,737,1,0,1,0,0.03,normal
SF,897,331,1,0,1,0,0.01,normal
SF,40,126,0,0,1,0,0,normal
REJ,0,0,0,0,1,0,1,ataque
SF,238,788,1,0,1,0,0,normal
SF,105,145,0,0,1,0,0,normal
REJ,0,0,0,0,0.12,0.06,0,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
SF,1,0,0,0,0.03,0.05,0,ataque
SF,303,516,1,0,1,0,0.02,normal
SF,1528,4152,1,0,1,0,0,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,220,613,1,0,1,0,0.04,normal
SF,190,2543,1,0,1,0,0,normal
SF,317,4452,1,0,1,0,0,normal
S0,0,0,0,1,0.03,0.06,0,ataque
S0,0,0,0,1,0.31,0.07,0,ataque
SF,314,16139,1,0,1,0,0.02,normal
SF,966,339,1,0,1,0,0.01,normal
SF,210,1295,1,0,1,0,0.01,normal
REJ,0,0,0,0,0,1,0,ataque
SF,219,1039,1,0,1,0,0.01,normal
SF,45,131,0,0,1,0,0,normal
S0,0,0,0,1,0.08,0.06,0,ataque
SF,191,20238,1,0.02,1,0,0.04,normal
SF,212,6461,1,0,1,0,0.04,normal
SF,3495,326,1,0,1,0,0.01,normal
SF,224,336,1,0,1,0,0,normal
SF,44,72,0,0,1,0,0,normal
SF,203,707,1,0,1,0,0.02,normal
SF,42,42,0,0,1,0,0,normal
SF,749,0,1,0,1,0,0.02,normal
SF,233,2239,1,0.17,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
RSTR,0,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.11,0.05,0,ataque
SF,287,7384,1,0,1,0,0,normal
S0,0,0,0,1,0.1,0.07,0,ataque
S0,0,0,0,1,0.15,0.05,0,ataque
SF,245,0,1,0,1,0,0,normal
SF,145,0,0,0,1,0,0,normal
SF,44,73,0,0,1,0,0,normal
SF,238,772,1,0,1,0,0,normal
RSTO,0,0,0,0,0.02,0.06,0,ataque
RSTO,0,0,0,0,1,0,0.01,normal
RSTR,0,0,0,0,1,0,0,ataque
REJ,0,0,0,0,1,0,0.06,normal
SF,196,781,1,0,1,0,0.09,normal
SF,244,1178,1,0,1,0,0.01,normal
SF,255,31781,1,0,1,0,0.03,normal
SF,43,134,0,0,1,0,0,normal
REJ,0,0,0,0,0.25,0.06,0,ataque
S0,0,0,0,1,0.15,0.05,0,ataque
SF,308,312,1,0,1,0,0.02,normal
SF,1,0,0,0,0.05,0.04,0,ataque
SF,235,1416,1,0,1,0,0,normal
SF,332,10962,1,0,1,0,0.05,normal
SF,1230,2449,1,0,1,0,0,ataque
S0,0,0,0,1,0.25,0.05,0,ataque
SF,282,1227,1,0,1,0,0.01,normal
S0,0,0,0,1,0.02,0.06,0,ataque
S0,0,0,0,1,0.22,0.07,0,ataque
S0,0,0,0,1,0.12,0.06,0,ataque
SF,45,135,0,0,1,0,0,normal
SF,1059,3081,1,0,1,0,0,normal
SF,225,318,1,0,1,0,0.03,normal
SF,307,45893,1,0,1,0,0.04,normal
SF,274,300,1,0,1,0,0,normal
SF,207,1918,1,0,1,0,0,normal
S0,0,0,0,1,0.23,0.05,0,ataque
S0,0,0,0,1,0.04,0.05,0,ataque
SF,201,0,1,0,1,0,0,normal
SF,8173,0,1,0,1,0,0,normal
RSTR,1573,5844,1,0,1,0,0,normal
SF,1,0,0,0,1,0,0,ataque
SF,147,0,0,0,0.33,0.67,0,normal
S0,0,0,0,0.91,1,0,0.01,ataque
SF,567,0,0,0,0.5,1,0,normal
SF,1032,0,0,0,1,0,0,ataque
SF,367,16618,1,0,1,0,0.05,normal
S0,0,0,0,1,0.02,0.06,0,ataque
REJ,0,0,0,0,0.01,1,0,ataque
SF,264,2884,1,0,1,0,0.06,normal
SF,207,589,1,0.25,1,0,0,normal
SF,520,0,0,0,1,0,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,181,0,0,0,0.5,1,0,normal
SF,44,128,0,0,1,0,0,normal
S0,0,0,0,1,0.03,0.05,0,ataque
SF,329,261,1,0,1,0,0.01,normal
SF,324,1918,1,0,1,0,0,normal
SF,211,2912,1,0,1,0,0.05,normal
SF,213,124,1,0,1,0,0.04,normal
REJ,0,0,0,0,0.03,0.07,0,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
SF,190,0,1,0,1,0,0,normal
S0,0,0,0,1,0.02,0.07,0,ataque
SF,312,2193,1,0,1,0,0.06,normal
S0,0,0,0,1,0.04,0.07,0,ataque
SF,45,45,0,0,0.99,0.02,0,normal
SF,1779,408,1,0,1,0,0,normal
SF,1179,2447,1,0,1,0,0,ataque
REJ,0,0,0,0,0.01,0.07,0,ataque
S0,0,0,0,1,0.07,0.06,0,ataque
S0,0,0,0,1,0.1,0.05,0,ataque
S0,0,0,0,1,0.11,0.09,0,ataque
SF,213,285,1,0,1,0,0.01,normal
SF,10,223,0,0,1,0,0,normal
SF,224,2531,1,0,1,0,0,normal
S0,0,0,0,1,0.06,0.06,0,ataque
S0,0,0,0,1,0.02,0.06,0,ataque
SF,244,1496,1,0,1,0,0,normal
SF,321,255,1,0,1,0,0.04,normal
SF,2045,326,1,0,1,0,0.01,normal
S0,0,0,0,1,0.08,0.06,0,ataque
REJ,0,0,0,0,0.06,0.06,0,ataque
S0,0,0,0,1,0.2,0.06,0,ataque
REJ,0,0,0,0,0.02,0.07,0,ataque
SF,311,299,1,0,1,0,0,normal
SF,1369,326,1,0,1,0,0,normal
SF,1952,335,1,0,1,0,0.01,normal
SF,6,135,0,0,1,0,0.4,normal
SF,238,9536,1,0,1,0,0.02,normal
REJ,0,0,0,0,0,1,0,ataque
REJ,0,0,0,0,0.04,0.07,0,ataque
SF,1086,327,1,0,1,0,0,normal
S0,0,0,0,1,0.11,0.04,0,ataque
SF,304,2507,1,0,1,0,0,normal
SF,211,10992,1,0,1,0,0.01,normal
SF,214,279,1,0,1,0,0.04,normal
S0,0,0,0,1,0.01,0.06,0,ataque
SF,323,1464,1,0,1,0,0.04,normal
SF,145,105,0,0,0.67,0.67,0,normal
S0,0,0,0,1,0.04,0.06,0,ataque
S0,0,0,0,1,0.03,0.08,0,ataque
S0,0,0,0,1,0.14,0.04,0,ataque
SF,185,4926,1,0,1,0,0,normal
S0,0,0,0,1,0.09,0.05,0,ataque
SF,13,40,0,0,1,0,0.67,normal
REJ,0,0,0,0,0.07,0.06,0,ataque
SF,147,105,0,0,0.5,0.5,0,normal
SF,211,1695,1,0,1,0,0.01,normal
RSTR,1,0,0,0,1,0,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
REJ,0,0,0,0,0,1,0,ataque
S0,0,0,0,1,0.06,0.06,0,ataque
SF,1,0,0,0,0.92,0.02,0,ataque
SF,147,0,0,0,0.2,0.6,0,normal
REJ,0,0,0,0,1,0,0.21,normal
SF,8,0,0,0,1,0,0.51,ataque
S0,0,0,0,1,0.06,0.06,0,ataque
S0,0,0,0,1,0,0.06,0,ataque
SF,229,1263,1,0,1,0,0.02,normal
REJ,0,0,0,0,0.02,0.07,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
SF,1,0,0,0,0.68,0.05,0,ataque
SF,235,579,1,0,1,0,0.06,normal
SF,237,1505,1,0,1,0,0.01,normal
S0,0,0,0,1,0.13,0.06,0,ataque
S0,0,0,0,1,0.02,0.06,0,ataque
SF,152,2570,1,0,1,0,0.03,normal
SF,227,366,1,0,1,0,0.06,normal
SF,36,101,0,0,1,0,0,normal
SF,7207,330,1,0,1,0,0,normal
SF,28,0,0,0,1,0,0,ataque
SF,54540,8314,1,0,1,0,0,ataque
SF,209,9294,1,0,1,0,0.02,normal
S0,0,0,0,1,0.25,0.06,0,ataque
REJ,0,0,0,0,0.23,0.06,0,ataque
SF,1070,3081,1,0,1,0,0,normal
SF,256,32755,1,0,1,0,0.02,normal
SF,321,22780,1,0,1,0,0.05,normal
SF,288,1469,1,0,1,0,0.03,normal
SF,219,4759,1,0,1,0,0.01,normal
SF,332,8163,1,0,1,0,0.03,normal
S0,0,0,0,1,0.08,0.07,0,ataque
S0,0,0,0,1,0.05,0.07,0,ataque
SF,44,130,0,0,1,0,0,normal
S0,0,0,0,1,0.01,0.06,0,ataque
S0,0,0,0,1,0.05,0.07,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
S0,0,0,0,1,0.02,0.06,0,ataque
SF,1331,400,1,0,1,0,0.01,normal
SF,231,1545,1,0,1,0,0.02,normal
SF,45,74,0,0,1,0,0,normal
S0,0,0,0,1,0.04,0.05,0,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
SF,148,18932,1,0,1,0,0,normal
S0,0,0,0,1,0.05,0.07,0,ataque
S0,0,0,0,1,0.07,0.06,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
SF,343,1178,1,0,1,0,0.04,normal
REJ,0,0,0,0,0,1,0,ataque
SF,221,1161,1,0,1,0,0.06,normal
S0,0,0,0,1,0.04,0.06,0,ataque
RSTO,0,0,0,0,0.01,0.07,0,ataque
REJ,0,0,0,0,0,0.07,0,ataque
RSTO,0,0,0,0,0.04,0.06,0,ataque
REJ,0,0,0,0,0.5,1,0,ataque
SF,715,328,1,0,1,0,0.01,normal
SF,8,0,0,0,1,0,0.53,ataque
SF,42,42,0,0,1,0,0,normal
SF,2194619,0,1,0,1,0,0,normal
SF,205,1600,1,0,1,0,0.05,normal
REJ,0,0,0,0,0.06,0.07,0,ataque
SF,1032,0,0,0,1,0,0,ataque
S0,0,0,0,1,0,0.06,0,ataque
S0,0,0,0,1,0.15,0.05,0,ataque
REJ,0,0,0,0,0,1,0,ataque
SF,842,335,1,0,1,0,0.02,normal
SF,8,0,0,0,1,0,0.51,ataque
SF,295,1215,1,0,1,0,0.03,normal
SF,8,0,0,0,1,0,0.5,ataque
REJ,0,0,0,0,0.01,0.06,0,ataque
S0,0,0,0,1,0.03,0.08,0,ataque
S0,0,0,0,1,0.07,0.07,0,ataque
SF,297,11715,1,0,1,0,0.04,normal
SF,911,434,1,0,1,0,0.02,normal
SF,208,762,1,0,1,0,0.01,normal
SF,219,820,1,0,1,0,0.01,normal
SF,45,133,0,0,1,0,0,normal
S0,0,0,0,1,0,0.07,0,ataque
SF,28,0,0,0,1,0,0,ataque
SF,212,847,1,0,1,0,0.03,normal
S0,0,0,0,1,0.02,0.07,0,ataque
SF,226,6626,1,0,1,0,0.02,normal
S0,0,0,0,1,0.04,0.07,0,ataque
REJ,0,0,0,0,0.11,1,0,ataque
SF,45,45,0,0,0.99,0.01,0,normal
SF,383,0,1,0,1,0,0,normal
SF,18,0,0,0,1,0,0.25,ataque
REJ,0,0,0,0,0,1,0,ataque
SF,1,0,0,0,0.11,0.44,0,ataque
SF,285,5930,1,0.25,1,0,0,normal
SF,1,0,0,0,0.86,0.03,0,ataque
S0,0,0,0,1,0.07,0.08,0,ataque
SF,63,0,1,0,1,0,0.25,normal
SF,364,6504,1,0,1,0,0,normal
SF,42,125,0,0,1,0,0,normal
S0,0,0,0,1,0.02,0.07,0,ataque
SF,280,598,1,0,1,0,0.02,normal
SF,281,20175,1,0,1,0,0.09,normal
SF,42,129,0,0,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
RSTO,0,0,0,0,0.07,0.07,0,ataque
S0,0,0,0,1,0.06,0.06,0,ataque
S0,0,0,0,1,0.15,0.07,0,ataque
SF,192,1745,1,0,1,0,0.06,normal
S0,0,0,0,1,0.12,0.5,0.04,ataque
SF,965,0,1,0,1,0,0.03,normal
S0,0,0,0,1,0.13,0.05,0,ataque
REJ,0,0,0,0,1,0,0.16,normal
S0,0,0,0,1,0.12,0.06,0,ataque
SF,1,0,0,0,0.12,0.08,0,ataque
SF,222,974,1,0,1,0,0.01,normal
SF,42,123,0,0,0.99,0.03,0,normal
S0,0,0,0,1,0.06,0.06,0,ataque
SF,236,6760,1,0,1,0,0.04,normal
S0,0,0,0,1,0.06,0.07,0,ataque
SF,218,726,1,0,1,0,0,normal
SF,146,105,0,0,1,0,0,normal
SF,45,121,0,0,1,0,0,normal
REJ,0,0,0,0,0.15,0.06,0,ataque
SF,1480,0,0,0,1,0,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,224,1000,1,0,1,0,0,normal
SF,720,324,1,0,1,0,0.02,normal
S0,0,0,0,1,0.04,0.06,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
S0,0,0,0,1,0.07,0.06,0,ataque
SF,36,0,0,0,1,0,0,normal
SF,852,0,1,0,1,0,0,normal
SF,230,16759,1,0,1,0,0.09,normal
SF,43,109,0,0,1,0,0,normal
SF,344,269,1,0,1,0,0.02,normal
S0,0,0,0,1,0.04,0.05,0,ataque
SF,30,0,0,0,1,0,0,normal
SF,329,4006,1,0,1,0,0.04,normal
SF,191,28864,1,0,1,0,0.02,normal
SF,219,2487,1,0,1,0,0.06,normal
SF,1058,333,1,0,1,0,0.01,normal
SF,317,677,1,0,1,0,0.01,normal
SF,225,15033,1,0,1,0,0.08,normal
SF,189,622,1,0,1,0,0.05,normal
SF,326,3853,1,0.05,1,0,0.07,normal
SF,10986,394,1,0,1,0,0,normal
S0,0,0,0,1,0.06,0.05,0,ataque
REJ,0,0,0,0,1,0,0.08,normal
SF,319,454,1,0,1,0,0,normal
REJ,0,0,0,0,0.02,0.08,0,ataque
S0,0,0,0,1,0.1,0.06,0,ataque
S0,0,0,0,1,0.04,0.09,0,ataque
SF,45,45,0,0,1,0,0,normal
SF,641,0,1,0,1,0,0.02,normal
SF,303,2239,1,0,1,0,0,normal
S0,0,0,0,1,0.13,0.05,0,ataque
SF,260,2499,1,0,1,0,0,normal
SF,9,38,0,0,0.5,1,0,normal
SF,43,75,0,0,1,0,0,normal
SF,217,945,1,0,1,0,0.03,normal
S0,0,0,0,1,0,0.07,0,ataque
S0,0,0,0,1,0.15,0.06,0,ataque
SF,294,1261,1,0,1,0,0.02,normal
S0,0,0,0,1,0.08,0.05,0,ataque
REJ,0,0,0,0,0.01,0.07,0,ataque
SF,10,38,1,0,1,0,0,normal
SF,1214,0,1,0,1,0,0,normal
SF,311,4134,1,0,1,0,0.01,normal
REJ,0,0,0,0,0.06,0.06,0,ataque
SF,1032,0,0,0,1,0,0,ataque
SF,231,1423,1,0,1,0,0,normal
REJ,0,0,0,0,1,0,0.26,normal
RSTO,0,0,0,0,0.09,0.06,0,ataque
SF,184,2393,1,0,1,0,0.02,normal
SF,288,2394,1,0,1,0,0.01,normal
SF,296,6559,1,0,1,0,0.01,normal
S0,0,0,0,1,0,0.07,0,ataque
RSTR,1,0,0,0,1,0,0,ataque
SF,307,871,1,0,1,0,0.02,normal
SF,214,633,1,0,1,0,0,normal
S0,0,0,0,1,0.02,0.05,0,ataque
SF,204,13614,1,0,1,0,0.05,normal
SF,8,139,0,0,1,0,0,normal
SF,285,247,1,0,1,0,0.01,normal
SF,315,2186,1,0,1,0,0,normal
SF,45,129,0,0,1,0,0,normal
SF,248,188,1,0,1,0,0.01,normal
S0,0,0,0,1,0.07,0.06,0,ataque
S0,0,0,0,1,0.24,0.07,0.03,ataque
SF,210,1707,1,0,1,0,0.02,normal
SF,209,397,1,0,1,0,0.04,normal
SF,1032,0,0,0,1,0,0,ataque
SF,44,74,0,0,1,0,0,normal
SF,1028,332,1,0,1,0,0.1,normal
SF,41,127,0,0,1,0,0,normal
SF,214,956,1,0,1,0,0,normal
SF,12,0,0,0,1,0,0,normal
REJ,0,0,0,0,0.04,1,0,ataque
SF,17,70,0,0,1,0,0.01,normal
S0,0,0,0,1,0.04,0.05,0,ataque
S0,0,0,0,1,0.04,0.05,0,ataque
S0,0,0,0,1,0.07,0.06,0,ataque
SH,0,0,0,1,1,0,0,ataque
S0,0,0,0,1,0.1,0.07,0,ataque
SF,1414,377,1,0,1,0,0.01,normal
S0,0,0,0,1,0.01,0.07,0,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
REJ,0,0,0,0,0,1,0,ataque
SF,232,379,1,0,1,0,0.03,normal
SF,35,0,0,0,1,0,0,normal
SF,3888,0,0,0,1,0,0,normal
SF,289,1484,1,0,1,0,0,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,148,28941,1,0,1,0,0.02,normal
S0,0,0,0,1,0.03,0.07,0,ataque
SF,28,0,0,0,1,0,0,ataque
SF,838,342,1,0,1,0,0.01,normal
SF,181,0,0,0,0.5,1,0,normal
SF,260,245,1,0,1,0,0.02,normal
SF,54540,8314,1,0,1,0,0,ataque
S0,0,0,0,1,0.17,0.06,0,ataque
SF,210,293,1,0,1,0,0,normal
S0,0,0,0,1,0.18,0.1,0,ataque
S0,0,0,0,1,0.04,0.08,0,ataque
S0,0,0,0,1,0.08,0.06,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
SF,308,2698,1,0,1,0,0,normal
S0,0,0,0,1,0.04,0.06,0,ataque
S0,0,0,0,1,0.03,0.06,0,ataque
SF,43,43,0,0,1,0,0,normal
SF,310,3222,1,0,1,0,0,normal
S0,0,0,0,1,0.15,0.05,0,ataque
REJ,0,0,0,0,1,0,0.1,ataque
SF,322,804,1,0,1,0,0,normal
SF,318,10581,1,0,1,0,0.03,normal
S0,0,0,0,1,0.13,0.07,0,ataque
SF,8,0,0,0,1,0,0,ataque
SF,1403,360,1,0,1,0,0,normal
SF,301,1591,1,0,1,0,0.03,normal
S0,0,0,0,1,0.03,0.06,0,ataque
REJ,0,0,0,0,1,0,0.22,normal
SF,285,6356,1,0,1,0,0.07,normal
S0,0,0,0,1,0.08,0.06,0,ataque
SF,151,0,1,0,1,0,0.04,normal
S0,0,0,0,1,0.03,0.07,0,ataque
SF,105,146,0,0,0.2,0.4,0,normal
SF,260,584,1,0,1,0,0.04,normal
SF,3288,335,1,0,1,0,0.01,normal
SF,1010,325,1,0,1,0,0.01,normal
RSTO,0,0,0,0,0.07,0.07,0,ataque
